pv_wp,battery_kwh,cost_index,years_ok_study,mean_study,max_study,years_ok_pvgis,mean_pvgis,max_pvgis
550.0,1.75,11720.960549820822,16,0.14831215535094944,0.6164383561643836,14,0.41715985789854526,1.0844748858447488
550.0,2.0,12000.297496008174,16,0.07419116637971904,0.4794520547945206,16,0.2581339515183272,0.9360730593607305
550.0,2.25,12279.63444219553,16,0.039240867579908675,0.3538812785388128,16,0.15262221785562793,0.7876712328767124
550.0,2.5,12558.971388382883,16,0.014982876712328766,0.2054794520547945,16,0.07775851797789256,0.6506849315068494
550.0,2.75,12838.308334570236,16,0.005707762557077625,0.091324200913242,16,0.044948630136986294,0.502283105022831
550.0,3.0,13117.645280757592,16,0.0,0.0,16,0.024257990867579907,0.3881278538812785
550.0,3.25,13396.982226944943,16,0.0,0.0,16,0.014982876712328768,0.2397260273972603
550.0,3.5,13676.319173132299,16,0.0,0.0,16,0.007848173515981735,0.12557077625570776
550.0,3.75,13955.656119319654,16,0.0,0.0,16,0.0,0.0
550.0,4.0,14234.993065507007,16,0.0,0.0,16,0.0,0.0
550.0,5.0,15352.340850256423,16,0.0,0.0,16,0.0,0.0
550.0,7.0,17587.036419755255,16,0.0,0.0,16,0.0,0.0
550.0,10.0,20939.079774003505,16,0.0,0.0,16,0.0,0.0
600.0,0.75,10828.612765071404,3,1.3595898208448736,2.4704007285974496,0,2.4839235253387226,3.825136612021858
600.0,1.0,11107.94971125876,13,0.6701981498116127,1.4155251141552512,5,1.3510632657135013,2.4704007285974496
600.0,1.25,11387.286657446111,16,0.3386664265039798,0.8904109589041096,10,0.7871663454100857,1.7237442922374429
600.0,1.5,11666.623603633467,16,0.17967171008309007,0.6164383561643836,14,0.4734596838585723,1.2100456621004567
600.0,1.75,11945.960549820822,16,0.08629676934401277,0.4794520547945206,16,0.2866454730893031,0.91324200913242
600.0,2.0,12225.297496008174,16,0.0442351598173516,0.3310502283105023,16,0.16187393954138285,0.7648401826484018
600.0,2.25,12504.63444219553,16,0.021404109589041098,0.2168949771689498,16,0.08703558150560173,0.6506849315068494
600.0,2.5,12783.971388382883,16,0.004280821917808219,0.0684931506849315,16,0.04922945205479452,0.4794520547945206
600.0,2.75,13063.308334570236,16,0.0,0.0,16,0.024971461187214612,0.3538812785388128
600.0,3.0,13342.645280757592,16,0.0,0.0,16,0.014269406392694063,0.228310502283105
600.0,3.25,13621.982226944943,16,0.0,0.0,16,0.006421232876712328,0.10273972602739725
600.0,3.5,13901.319173132299,16,0.0,0.0,16,0.0,0.0
600.0,3.75,14180.656119319654,16,0.0,0.0,16,0.0,0.0
600.0,4.0,14459.993065507007,16,0.0,0.0,16,0.0,0.0
600.0,5.0,15577.340850256423,16,0.0,0.0,16,0.0,0.0
600.0,7.0,17812.036419755255,16,0.0,0.0,16,0.0,0.0
600.0,10.0,21164.079774003505,16,0.0,0.0,16,0.0,0.0
650.0,0.75,11053.612765071404,7,1.0551621721935276,1.9467213114754098,0,2.081828417795743,3.2900728597449906
650.0,1.0,11332.94971125876,14,0.4805417539985528,1.1073059360730595,9,1.0844358983955886,1.9808743169398908
650.0,1.25,11612.286657446111,16,0.2388351641839459,0.6602914389799636,12,0.6046524502832048,1.4840182648401825
650.0,1.5,11891.623603633467,16,0.11407922561568978,0.46803652968036524,16,0.34439173341317963,0.9931506849315069
650.0,1.75,12170.960549820822,16,0.054215946802405365,0.3310502283105023,16,0.19680474461661301,0.7990867579908676
650.0,2.0,12450.297496008174,16,0.027111872146118723,0.2054794520547945,16,0.10342200638770367,0.6392694063926941
650.0,2.25,12729.63444219553,16,0.006421232876712328,0.05707762557077625,16,0.059218036529680364,0.502283105022831
650.0,2.5,13008.971388382883,16,0.0,0.0,16,0.03424657534246575,0.365296803652968
650.0,2.75,13288.308334570236,16,0.0,0.0,16,0.014982876712328766,0.228310502283105
650.0,3.0,13567.645280757592,16,0.0,0.0,16,0.006421232876712328,0.10273972602739725
650.0,3.25,13846.982226944945,16,0.0,0.0,16,0.0,0.0
650.0,3.5,14126.319173132299,16,0.0,0.0,16,0.0,0.0
650.0,3.75,14405.656119319654,16,0.0,0.0,16,0.0,0.0
650.0,4.0,14684.993065507007,16,0.0,0.0,16,0.0,0.0
650.0,5.0,15802.340850256423,16,0.0,0.0,16,0.0,0.0
650.0,7.0,18037.036419755255,16,0.0,0.0,16,0.0,0.0
650.0,10.0,21389.079774003505,16,0.0,0.0,16,0.0,0.0
