pv_w,battery_kwh,lolp,curtailed_kwh,cost_index
650,2.25,0.0,486.30080129216265,12729.63444219553
650,2.5,0.0,486.25007885584773,13008.971388382883
650,2.75,0.0,486.1993564195321,13288.308334570236
650,3.0,0.0,486.1486339832168,13567.645280757592
650,3.25,0.0,486.097911547593,13846.982226944945
650,3.5,0.0,486.0471891539025,14126.319173132299
650,3.75,0.0,485.996466877043,14405.656119319654
650,4.0,0.0,485.9457446035652,14684.993065507007
650,5.0,0.0,485.74285551713547,15802.340850256423
650,7.0,0.0,485.33707736304183,18037.036419755255
650,10.0,0.0,484.72841032611825,21389.079774003505
700,0.75,0.0028538812785388126,534.734162233298,11278.612765071404
700,1.0,0.0,534.339791569764,11557.94971125876
700,1.25,0.0,534.2890677114148,11837.286657446111
700,1.5,0.0,534.2383438530658,12116.623603633467
700,1.75,0.0,534.1876199954094,12395.960549820822
700,2.0,0.0,534.1368961442699,12675.297496008174
700,2.25,0.0,534.0861723260674,12954.63444219553
700,2.5,0.0,534.0354485101093,13233.971388382883
700,2.75,0.0,533.9847246979485,13513.308334570236
700,3.0,0.0,533.9340008905158,13792.645280757592
700,3.25,0.0,533.883277083083,14071.982226944945
700,3.5,0.0,533.8325532756506,14351.319173132299
700,3.75,0.0,533.7818294682181,14630.656119319654
700,4.0,0.0,533.7311056696657,14909.993065507007
700,5.0,0.0,533.5282104916295,16027.340850256423
700,7.0,0.0,533.1224202530351,18262.036419755255
700,10.0,0.0,532.5137350683564,21614.079774003505
750,0.75,0.0017123287671232876,582.3871853427179,11503.612765071404
750,1.0,0.0,582.1222625733875,11782.94971125876
750,1.25,0.0,582.0715365993879,12062.286657446111
750,1.5,0.0,582.020810628241,12341.623603633467
750,1.75,0.0,581.9700846582621,12620.960549820822
750,2.0,0.0,581.9193586882825,12900.297496008174
750,2.25,0.0,581.8686327192312,13179.63444219553
750,2.5,0.0,581.8179067544294,13458.971388382883
750,2.75,0.0,581.7671807899188,13738.308334570236
750,3.0,0.0,581.716454825409,14017.645280757592
750,3.25,0.0,581.6657288608991,14296.982226944945
750,3.5,0.0,581.6150028972055,14576.319173132299
750,3.75,0.0,581.5642769952495,14855.656119319654
750,4.0,0.0,581.5135512131841,15134.993065507007
750,5.0,0.0,581.3106480885054,16252.340850256423
750,7.0,0.0,580.9048418665377,18487.036419755255
750,10.0,0.0,580.2961326526715,21839.079774003505
800,0.75,0.0013698630136986301,630.112485616966,11728.612765071404
800,1.0,0.0,629.903440531175,12007.94971125876
800,1.25,0.0,629.8527136136219,12287.286657446111
800,1.5,0.0,629.8019866973355,12566.623603633467
800,1.75,0.0,629.7512597818738,12845.960549820822
